Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,standardised_smiles,Identifier
Altretamine,-2.492,1.0,210.285,0.0,1.0,3.0,48.39000000000001,-3.364,CN(C)c1nc(N(C)C)nc(N(C)C)n1,[872]
Diazepam,-4.05,1.0,284.74600000000004,0.0,3.0,1.0,32.67,-3.754,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,[746]
Nimetazepam,-3.557,1.0,295.29800000000006,0.0,3.0,2.0,75.81,-3.796,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,[493]
RTI 10,-2.7710000000000004,1.0,226.235,0.0,3.0,0.0,42.43,-3.672,CN1C(=O)c2cccnc2Oc2ccccc21,[530]
piroxicam,-3.4730000000000003,1.0,331.353,2.0,3.0,2.0,99.6,-4.16,CN1C(C(O)=Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,[592]
Buthidazole,-2.398,1.0,256.331,1.0,2.0,1.0,69.56,-1.877,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,[370]
vamidothion,-1.446,1.0,287.343,1.0,0.0,8.0,64.63000000000001,1.144,CN=C(O)C(C)SCCSP(=O)(OC)OC,[1064]
Azodrin,-0.949,1.0,223.165,1.0,0.0,5.0,73.86,0.6509999999999999,CN=C(O)C=C(C)OP(=O)(OC)OC,[804]
thiofanox,-2.7,1.0,218.322,1.0,0.0,3.0,50.69,-1.62,CN=C(O)ON=C(CSC)C(C)(C)C,[1092]
Oxamyl,-0.908,1.0,219.266,1.0,0.0,1.0,70.99999999999999,0.106,CN=C(O)ON=C(SC)C(=O)N(C)C,[1124]
butacarb,-4.642,1.0,263.381,1.0,1.0,1.0,38.33,-4.24,CN=C(O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,[1094]
XMC,-2.688,1.0,179.219,1.0,1.0,1.0,38.33,-2.5810000000000004,CN=C(O)Oc1cc(C)cc(C)c1,[1045]
Aminocarb,-2.677,1.0,208.261,1.0,1.0,2.0,41.57,-2.36,CN=C(O)Oc1ccc(N(C)C)c(C)c1,[392]
Formetanate,-1.846,1.0,221.26,1.0,1.0,3.0,53.93,-2.34,CN=C(O)Oc1cccc(N=CN(C)C)c1,[223]
Carbofuran,-3.05,1.0,221.256,1.0,2.0,1.0,47.56,-2.8,CN=C(O)Oc1cccc2c1OC(C)(C)C2,[468]
Carbaryl,-3.087,1.0,201.225,1.0,2.0,1.0,38.33,-3.224,CN=C(O)Oc1cccc2ccccc12,[952]
Metolcarb,-1.947,1.0,151.165,1.0,1.0,1.0,38.33,-1.803,CN=C(O)Oc1ccccc1,[387]
Isoprocarb,-2.734,1.0,193.246,1.0,1.0,2.0,38.33,-2.863,CN=C(O)Oc1ccccc1C(C)C,[1013]
Dioxacarb,-1.614,1.0,223.22799999999995,1.0,2.0,2.0,56.790000000000006,-1.57,CN=C(O)Oc1ccccc1C1OCCO1,[514]
Propoxur,-2.4090000000000003,1.0,209.245,1.0,1.0,3.0,47.56,-2.05,CN=C(O)Oc1ccccc1OC(C)C,[192]
Methyl hydrazine,0.5429999999999999,1.0,46.073,2.0,0.0,0.0,38.05,1.34,CNN,[201]
N-Methylaniline ,-2.097,1.0,107.15599999999998,1.0,1.0,1.0,12.03,-1.28,CNc1ccccc1,[881]
norflurazon,-4.029,1.0,303.67100000000005,1.0,2.0,2.0,46.92,-4.046,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,[243]
Methanol,0.441,1.0,32.042,1.0,0.0,0.0,20.23,1.57,CO,[146]
nifedipine,-4.248,1.0,346.33900000000017,1.0,2.0,4.0,107.77,-4.76,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],[48]
methyl gallate,-1.913,1.0,184.147,3.0,1.0,1.0,86.99000000000001,-1.24,COC(=O)c1cc(O)c(O)c(O)c1,[658]
Methylparaben,-2.441,1.0,152.149,1.0,1.0,1.0,46.53,-1.827,COC(=O)c1ccc(O)cc1,[534]
Methyl benzoate ,-2.462,1.0,136.14999999999998,0.0,1.0,1.0,26.3,-1.85,COC(=O)c1ccccc1,[726]
Dimethyl phthalate,-2.347,1.0,194.18599999999995,0.0,1.0,2.0,52.60000000000001,-1.66,COC(=O)c1ccccc1C(=O)OC,[563]
Monotropitoside,-1.493,1.0,446.405,6.0,3.0,6.0,184.6,-0.742,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,[1050]
methyl nicotinate,-1.621,1.0,137.138,0.0,1.0,1.0,39.19,-0.46,COC(=O)c1cccnc1,[860]
Methyl t-butyl ether ,-0.984,1.0,88.14999999999999,0.0,0.0,0.0,9.23,-0.24,COC(C)(C)C,[314]
Methoprene,-4.795,1.0,310.47800000000007,0.0,0.0,10.0,35.53,-5.19,COC(C)(C)CCCC(C)C=CC=C(C)CC(=O)OC(C)C,[902]
Methyl acetate,-0.416,1.0,74.07900000000001,0.0,0.0,0.0,26.3,0.46,COC(C)=O,[919]
Phenmedipham,-4.229,1.0,300.314,2.0,2.0,3.0,76.66,-4.805,COC(O)=Nc1cccc(OC(O)=Nc2cccc(C)c2)c1,[32]
Mebendazole,-4.118,1.0,295.298,2.0,3.0,3.0,84.07999999999998,-3.88,COC(O)=Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,[949]
meconin,-0.825,1.0,196.202,0.0,2.0,2.0,44.760000000000005,-1.899,COC1=C(OC)C2C(=O)OCC2C=C1,[678]
Griseofulvin,-3.3280000000000003,1.0,352.7700000000001,0.0,3.0,3.0,71.06,-3.2460000000000004,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,[1061]
Methyl formate,-0.048,1.0,60.05200000000001,0.0,0.0,1.0,26.3,0.58,COC=O,[105]
metalaxyl,-2.87,1.0,279.336,0.0,1.0,5.0,55.84,-1.601,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,[191]
Methoproptryne,-3.259,1.0,271.39,2.0,1.0,8.0,71.96000000000001,-2.928,COCCCN=c1nc(SC)[nH]c(=NC(C)C)[nH]1,[707]
Dimethoxymethane,0.092,1.0,76.095,0.0,0.0,2.0,18.46,0.48,COCOC,[840]
Monolinuron,-2.948,1.0,214.652,1.0,1.0,2.0,41.57,-2.57,CON(C)C(=O)Nc1ccc(Cl)cc1,[827]
Chlorbromuron,-3.938,1.0,293.548,1.0,1.0,2.0,41.57,-3.924,CON(C)C(O)=Nc1ccc(Br)c(Cl)c1,[357]
Linuron,-3.5810000000000004,1.0,249.097,1.0,1.0,2.0,41.57,-3.592,CON(C)C(O)=Nc1ccc(Cl)c(Cl)c1,[408]
Acephate,-0.416,1.0,183.169,1.0,0.0,3.0,55.4,0.54,COP(=O)(N=C(C)O)SC,[758]
Trichlorfon,-1.866,1.0,257.437,1.0,0.0,3.0,55.760000000000005,-0.22,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,[485]
Stirofos,-4.32,1.0,365.96400000000006,0.0,1.0,5.0,44.760000000000005,-4.522,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,[1127]
Naled,-3.548,1.0,380.784,0.0,0.0,5.0,44.760000000000005,-2.28,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,[869]
Bromophos,-5.604,1.0,366.0,0.0,1.0,4.0,27.69,-6.09,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,[1017]
Ronnel,-5.247000000000001,1.0,321.549,0.0,1.0,4.0,27.69,-5.72,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,[646]
Iodofenphos,-6.148,1.0,413.0,0.0,1.0,4.0,27.69,-6.62,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,[158]
Fenthion,-4.265,1.0,278.335,0.0,1.0,5.0,27.69,-4.57,COP(=S)(OC)Oc1ccc(SC)c(C)c1,[229]
Abate,-6.678,1.0,466.47900000000016,0.0,2.0,10.0,55.38000000000001,-6.237,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,[1116]
Fenitrothion,-3.845,1.0,277.238,0.0,1.0,5.0,70.83000000000001,-4.04,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,[274]
Dicapthon,-4.188,1.0,297.656,0.0,1.0,5.0,70.83000000000001,-4.31,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,[473]
Formothion,-2.087,1.0,257.273,0.0,0.0,6.0,55.84,-1.995,COP(=S)(OC)SCC(=O)N(C)C=O,[80]
Anilofos,-5.106,1.0,367.86,0.0,1.0,7.0,38.77,-4.432,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,[117]
tetrachloroguaiacol,-4.299,1.0,261.919,1.0,1.0,1.0,29.46,-4.02,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,[291]
Khellin,-3.603,1.0,260.24499999999995,0.0,3.0,2.0,61.81,-3.0210000000000004,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,[778]
Methoxsalen,-3.25,1.0,216.19199999999995,0.0,3.0,1.0,52.58,-3.664,COc1c2occc2cc2ccc(=O)oc12,[604]
"Etoposide (148-167,25mg/ml)",-3.292,1.0,588.5620000000001,3.0,7.0,5.0,160.83,-3.571,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,[219]
gentisin,-1.2919999999999998,1.0,262.261,2.0,3.0,1.0,75.99000000000001,-2.943,COc1cc(O)c2c(c1)OC1CCC(=O)CC1C2=O,[1037]
Trimazosin,-3.958,1.0,435.48100000000034,2.0,3.0,6.0,132.5,-3.638,COc1cc2c(=N)[nH]c(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,[754]
Ancymidol,-2.181,1.0,256.30499999999995,1.0,3.0,4.0,55.24,-2.596,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,[320]
Methoxychlor,-5.537999999999999,1.0,345.6529999999999,0.0,2.0,4.0,18.46,-6.89,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,[261]
p-Methoxybenzaldehyde,-2.252,1.0,136.14999999999998,0.0,1.0,2.0,26.3,-1.49,COc1ccc(C=O)cc1,[912]
4-Chloroanisole,-3.057,1.0,142.585,0.0,1.0,1.0,9.23,-2.78,COc1ccc(Cl)cc1,[271]
Metoxuron,-2.6830000000000003,1.0,228.679,1.0,1.0,2.0,41.57,-2.564,COc1ccc(N=C(O)N(C)C)cc1Cl,[837]
Difenoxuron,-3.928,1.0,286.331,1.0,2.0,4.0,50.8,-4.16,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,[696]
p-Nitroanisole,-2.522,1.0,153.13699999999997,0.0,1.0,2.0,52.37,-2.41,COc1ccc([N+](=O)[O-])cc1,[295]
osthole,-4.0760000000000005,1.0,244.29,0.0,2.0,3.0,39.44,-4.314,COc1ccc2ccc(=O)oc2c1CC=C(C)C,[812]
3-Chloroanisole,-3.057,1.0,142.58499999999998,0.0,1.0,1.0,9.23,-2.78,COc1cccc(Cl)c1,[573]
Anisole,-2.3680000000000003,1.0,108.13999999999996,0.0,1.0,1.0,9.23,-1.85,COc1ccccc1,[693]
2-Chloroanisole,-2.912,1.0,142.58499999999998,0.0,1.0,1.0,9.23,-2.46,COc1ccccc1Cl,[1016]
,-2.614934206008911,1.0,118.39554595947266,1.0,1.0,1.0,12.166424751281738,-1.66818106174469,COc1ccccc1O,"[680, 1069]"
Methocarbamol,-1.4280000000000002,1.0,241.243,2.0,1.0,6.0,91.01,-0.985,COc1ccccc1OCC(O)COC(=N)O,[374]
o-Nitroanisole,-2.346,1.0,153.13699999999997,0.0,1.0,2.0,52.37,-1.96,COc1ccccc1[N+](=O)[O-],[673]
7-methoxypteridine,-1.589,1.0,162.152,0.0,2.0,1.0,60.790000000000006,-0.91,COc1cnc2cncnc2n1,[798]
6-methoxypteridine,-1.589,1.0,162.15200000000002,0.0,2.0,1.0,60.790000000000006,-1.139,COc1cnc2ncncc2n1,[224]
Prometon,-3.448,1.0,225.296,2.0,1.0,5.0,71.96000000000001,-2.478,COc1nc(=NC(C)C)[nH]c(=NC(C)C)[nH]1,[383]
2-methoxypteridine,-1.589,1.0,162.152,0.0,2.0,1.0,60.790000000000006,-1.11,COc1ncc2nccnc2n1,[513]
4-methoxypteridine,-1.589,1.0,162.15200000000002,0.0,2.0,1.0,60.790000000000006,-1.11,COc1ncnc2nccnc12,[507]
Thiamphenicol,-1.936,1.0,356.2270000000001,3.0,1.0,6.0,103.70000000000002,-2.154,CS(=O)(=O)c1ccc(C(O)C(CO)N=C(O)C(Cl)Cl)cc1,[410]
Dimethyl sulfide,-0.758,1.0,62.137,0.0,0.0,0.0,0.0,-0.45,CSC,[251]
"Sparsomycin (3,8mg/ml)",-1.57,1.0,361.4450000000001,4.0,1.0,8.0,132.11999999999998,-1.981,CSCS(=O)CC(CO)N=C(O)C=Cc1c(C)nc(O)nc1O,[511]
Dimethyldisulfide,-1.524,1.0,94.204,0.0,0.0,1.0,0.0,-1.44,CSSC,[1047]
thioanisole,-2.87,1.0,124.208,0.0,1.0,1.0,0.0,-2.39,CSc1ccccc1,[857]
Prometryn,-3.693,1.0,241.364,2.0,1.0,5.0,62.73,-4.1,CSc1nc(=NC(C)C)[nH]c(=NC(C)C)[nH]1,[904]
Simetryn,-2.689,1.0,213.31,0.0,1.0,3.0,45.150000000000006,-2.676,CSc1nc(N(C)C)nc(N(C)C)n1,[688]
Metribuzin,-2.324,1.0,214.294,1.0,1.0,1.0,73.8,-2.253,CSc1nnc(C(C)(C)C)c(=O)n1N,[160]
Nitromethane,-0.042,1.0,61.040000000000006,0.0,0.0,0.0,43.14,0.26,C[N+](=O)[O-],[940]
Hexamethylbenzene,-4.361000000000001,1.0,162.27599999999998,0.0,1.0,0.0,0.0,-5.23,Cc1c(C)c(C)c(C)c(C)c1C,[930]
"5,6-Dimethylchrysene",-6.265,1.0,256.348,0.0,4.0,0.0,0.0,-7.01,Cc1c(C)c2c3ccccc3ccc2c2ccccc12,[850]
Tetrafluthrin,-6.339,1.0,418.7360000000001,0.0,2.0,4.0,26.3,-7.321000000000001,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,[479]
aminopyrine,-2.129,1.0,231.299,0.0,2.0,2.0,30.17,-0.364,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,[991]
ampyrone,-1.192,1.0,203.245,1.0,2.0,1.0,52.95,-0.624,Cc1c(N)c(=O)n(-c2ccccc2)n1C,[546]
"2,4,6-Trinitrotoluene",-2.6060000000000003,1.0,227.132,0.0,1.0,3.0,129.42000000000002,-3.22,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],[329]
"2,6-Dinitrotoluene",-2.553,1.0,182.135,0.0,1.0,2.0,86.28,-3.0,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],[419]
"7,12-Dimethylbenz(a)anthracene",-6.297000000000001,1.0,256.348,0.0,4.0,0.0,0.0,-7.02,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,[259]
"9,10-Dimethylanthracene",-5.228,1.0,206.288,0.0,3.0,0.0,0.0,-6.57,Cc1c2ccccc2c(C)c2ccccc12,[358]
9-Methylanthracene,-4.87,1.0,192.261,0.0,3.0,0.0,0.0,-5.89,Cc1c2ccccc2cc2ccccc12,[682]
3-methylindole,-2.9810000000000003,1.0,131.17799999999997,1.0,2.0,0.0,15.79,-2.42,Cc1c[nH]c2ccccc12,[512]
Antipyrene,-1.733,1.0,188.23,0.0,2.0,1.0,26.93,0.715,Cc1cc(=O)n(-c2ccccc2)n1C,[683]
Isocarboxazid,-2.251,1.0,231.255,2.0,2.0,4.0,67.16,-2.461,Cc1cc(C(=O)NNCc2ccccc2)no1,[1107]
Pentamethylbenzene,-3.993,1.0,148.249,0.0,1.0,0.0,0.0,-4.0,Cc1cc(C)c(C)c(C)c1C,[212]
"1,2,4,5-Tetramethylbenzene",-3.664,1.0,134.22199999999998,0.0,1.0,0.0,0.0,-4.59,Cc1cc(C)c(C)cc1C,[1083]
"2,4,6-Trimethylphenol",-2.9410000000000003,1.0,136.194,1.0,1.0,0.0,20.23,-2.05,Cc1cc(C)c(O)c(C)c1,[834]
"1,3-Dimethylnaphthalene",-4.147,1.0,156.22799999999998,0.0,2.0,0.0,0.0,-4.29,Cc1cc(C)c2ccccc2c1,[94]
"1,3,5-Trimethylbenzene ",-3.375,1.0,120.19499999999998,0.0,1.0,0.0,0.0,-3.4,Cc1cc(C)cc(C)c1,[967]
"3,5-Dimethylphenol",-2.652,1.0,122.16699999999996,1.0,1.0,0.0,20.23,-1.4,Cc1cc(C)cc(O)c1,[876]
chlordimeform,-3.164,1.0,196.681,0.0,1.0,2.0,15.6,-2.86,Cc1cc(Cl)ccc1N=CN(C)C,[433]
methylthiouracil,-0.547,1.0,142.18300000000002,2.0,1.0,0.0,48.65,-2.436,Cc1cc(O)nc(S)n1,[647]
Pyrolan,-3.141,1.0,245.282,0.0,2.0,2.0,47.36000000000001,-2.09,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,[279]
Perfluidone,-4.945,1.0,379.381,1.0,2.0,4.0,80.31,-3.8,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,[582]
DNOC,-2.818,1.0,198.134,1.0,1.0,2.0,106.51000000000002,-1.456,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,[884]
6-Methylchrysene,-5.931,1.0,242.321,0.0,4.0,0.0,0.0,-6.57,Cc1cc2c3ccccc3ccc2c2ccccc12,[58]
5-Methylchrysene,-5.931,1.0,242.321,0.0,4.0,0.0,0.0,-6.59,Cc1cc2ccccc2c2ccc3ccccc3c12,[736]
"2,3-Dimethylnaphthalene",-4.1160000000000005,1.0,156.22799999999998,0.0,2.0,0.0,0.0,-4.72,Cc1cc2ccccc2cc1C,[906]
Riboflavin,-1.865,1.0,376.36900000000014,5.0,3.0,5.0,161.56,-3.685,Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,[588]
4-Methylbiphenyl,-4.424,1.0,168.239,0.0,2.0,1.0,0.0,-4.62,Cc1ccc(-c2ccccc2)cc1,[234]
4-Bromotoluene,-3.667,1.0,171.03700000000003,0.0,1.0,0.0,0.0,-3.19,Cc1ccc(Br)cc1,[830]
Thymol,-3.129,1.0,150.22099999999998,1.0,1.0,1.0,20.23,-2.22,Cc1ccc(C(C)C)c(O)c1,[931]
4-Isopropyltoluene,-3.617,1.0,134.22199999999998,0.0,1.0,1.0,0.0,-3.77,Cc1ccc(C(C)C)cc1,[1023]
Carvacrol,-3.224,1.0,150.22099999999998,1.0,1.0,1.0,20.23,-2.08,Cc1ccc(C(C)C)cc1O,[426]
"1,2,4-Trimethylbenzene",-3.343,1.0,120.195,0.0,1.0,0.0,0.0,-3.31,Cc1ccc(C)c(C)c1,[763]
"1,4-Dimethylnaphthalene ",-4.147,1.0,156.228,0.0,2.0,0.0,0.0,-4.14,Cc1ccc(C)c2ccccc12,[57]
p-Xylene ,-3.035,1.0,106.168,0.0,1.0,0.0,0.0,-2.77,Cc1ccc(C)cc1,[83]
4-Chlorotoluene,-3.297,1.0,126.586,0.0,1.0,0.0,0.0,-3.08,Cc1ccc(Cl)cc1,[159]
p-Methylaniline ,-1.954,1.0,107.156,1.0,1.0,0.0,26.02,-1.21,Cc1ccc(N)cc1,[385]
Chlortoluron,-3.048,1.0,212.68,1.0,1.0,1.0,32.34,-3.483,Cc1ccc(N=C(O)N(C)C)cc1Cl,[407]
Amitraz,-5.533,1.0,293.41400000000004,0.0,2.0,4.0,27.96,-5.47,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,[382]
"2,4-Dimethylphenol",-2.6210000000000004,1.0,122.167,1.0,1.0,0.0,20.23,-1.19,Cc1ccc(O)c(C)c1,[544]
p-Cresol,-2.313,1.0,108.14,1.0,1.0,0.0,20.23,-0.73,Cc1ccc(O)cc1,[999]
"3,4-Dimethylphenol",-2.6210000000000004,1.0,122.167,1.0,1.0,0.0,20.23,-1.38,Cc1ccc(O)cc1C,[1040]
Tricresyl phosphate,-6.39,1.0,368.3690000000001,0.0,3.0,6.0,44.760000000000005,-6.01,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1,[161]
p-Toluenesulfonamide ,-1.815,1.0,171.22099999999998,1.0,1.0,1.0,60.16,-1.74,Cc1ccc(S(N)(=O)=O)cc1,[741]
p-Nitrotoluene,-2.64,1.0,137.138,0.0,1.0,1.0,43.14,-2.49,Cc1ccc([N+](=O)[O-])cc1,[993]
"2,4-Dinitrotoluene",-2.604,1.0,182.135,0.0,1.0,2.0,86.28,-2.82,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],[221]
RTI 11,-3.125,1.0,254.289,1.0,3.0,0.0,55.56,-3.928,Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2,[1104]
RTI 3,-3.049,1.0,255.277,1.0,3.0,0.0,68.45,-3.043,Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C,[164]
3-Methylcholanthrene,-6.311,1.0,268.3589999999999,0.0,5.0,0.0,0.0,-7.92,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1,[813]
2-Methylphenanthrene,-4.87,1.0,192.261,0.0,3.0,0.0,0.0,-5.84,Cc1ccc2c(ccc3ccccc32)c1,[289]
"2,6-Dimethylnaphthalene ",-4.147,1.0,156.228,0.0,2.0,0.0,0.0,-4.89,Cc1ccc2cc(C)ccc2c1,[616]
2-Methylanthracene,-4.87,1.0,192.261,0.0,3.0,0.0,0.0,-6.96,Cc1ccc2cc3ccccc3cc2c1,[390]
"2,7-dimethylquinoline",-3.342,1.0,157.216,0.0,2.0,0.0,12.89,-1.94,Cc1ccc2ccc(C)nc2c1,[49]
2-Methylnapthalene,-3.802,1.0,142.201,0.0,2.0,0.0,0.0,-3.77,Cc1ccc2ccccc2c1,[351]
m-Xylene ,-3.035,1.0,106.168,0.0,1.0,0.0,0.0,-2.82,Cc1cccc(C)c1,[144]
"1,2,3-Trimethylbenzene ",-3.312,1.0,120.195,0.0,1.0,0.0,0.0,-3.2,Cc1cccc(C)c1C,[391]
Xipamide,-3.642,1.0,354.8150000000001,3.0,2.0,3.0,109.48999999999998,-3.79,Cc1cccc(C)c1N=C(O)c1cc(S(N)(=O)=O)c(Cl)cc1O,[946]
"2,6-Dimethylphenol",-2.589,1.0,122.167,1.0,1.0,0.0,20.23,-1.29,Cc1cccc(C)c1O,[469]
"2,6-Dimethylpyridine",-2.0980000000000003,1.0,107.156,0.0,1.0,0.0,12.89,0.45,Cc1cccc(C)n1,[141]
m-Methylaniline,-1.954,1.0,107.156,1.0,1.0,0.0,26.02,-0.85,Cc1cccc(N)c1,[241]
3-Methylphenol,-2.313,1.0,108.14,1.0,1.0,0.0,20.23,-0.68,Cc1cccc(O)c1,[342]
m-Nitrotoluene,-2.64,1.0,137.138,0.0,1.0,1.0,43.14,-2.44,Cc1cccc([N+](=O)[O-])c1,[1122]
"1,5-Dimethlnapthalene",-4.147,1.0,156.228,0.0,2.0,0.0,0.0,-4.678999999999999,Cc1cccc2c(C)cccc12,[632]
1-Methylfluorene,-4.478,1.0,180.25000000000003,0.0,3.0,0.0,0.0,-5.22,Cc1cccc2c1Cc1ccccc1-2,[34]
1-Methylphenanthrene,-4.87,1.0,192.261,0.0,3.0,0.0,0.0,-5.85,Cc1cccc2c1ccc1ccccc12,[1054]
1-Methylnaphthalene,-3.802,1.0,142.201,0.0,2.0,0.0,0.0,-3.7,Cc1cccc2ccccc12,[606]
Tricyclazole,-2.8680000000000003,1.0,189.243,0.0,3.0,0.0,30.19,-2.07,Cc1cccc2sc3nncn3c12,[977]
Toluene ,-2.713,1.0,92.141,0.0,1.0,0.0,0.0,-2.21,Cc1ccccc1,[1057]
Methaqualone,-3.881,1.0,250.301,0.0,3.0,1.0,34.89,-2.925,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,[182]
2-Bromotoluene,-3.667,1.0,171.03699999999998,0.0,1.0,0.0,0.0,-2.23,Cc1ccccc1Br,[252]
o-Xylene ,-3.004,1.0,106.168,0.0,1.0,0.0,0.0,-2.8,Cc1ccccc1C,[841]
2-Isopropyltoluene,-3.585,1.0,134.22199999999995,0.0,1.0,1.0,0.0,-3.76,Cc1ccccc1C(C)C,[333]
2-Chlorotoluene,-3.297,1.0,126.586,0.0,1.0,0.0,0.0,-3.52,Cc1ccccc1Cl,[198]
o-Toluidine,-1.922,1.0,107.156,1.0,1.0,0.0,26.02,-2.21,Cc1ccccc1N,[595]
Metolazone,-3.777,1.0,365.8420000000001,2.0,3.0,2.0,92.5,-3.78,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,[373]
2-Methylphenol,-2.281,1.0,108.14,1.0,1.0,0.0,20.23,-0.62,Cc1ccccc1O,[55]
o-Nitrotoluene,-2.589,1.0,137.138,0.0,1.0,1.0,43.14,-2.33,Cc1ccccc1[N+](=O)[O-],[281]
"2,3-Dimethylpyridine",-2.067,1.0,107.156,0.0,1.0,0.0,12.89,0.38,Cc1cccnc1C,[216]
"2,4-Dimethylpyridine",-2.0980000000000003,1.0,107.156,0.0,1.0,0.0,12.89,0.38,Cc1ccnc(C)c1,[612]
nevirapine,-3.397,1.0,266.30400000000003,1.0,4.0,1.0,58.120000000000005,-3.19,Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1,[225]
"3,4-Dimethylpyridine",-2.067,1.0,107.156,0.0,1.0,0.0,12.89,0.36,Cc1ccncc1C,[130]
5-methylcytosine,-0.257,1.0,125.131,2.0,1.0,0.0,71.77000000000001,-1.4580000000000002,Cc1cnc(O)[nH]c1=N,[585]
thymine,-0.78,1.0,126.115,2.0,1.0,0.0,65.72,-1.506,Cc1cnc(O)nc1O,[107]
7-methylpteridine,-1.24,1.0,146.153,0.0,2.0,0.0,51.56,-0.8540000000000001,Cc1cnc2cncnc2n1,[685]
"3,5-Dimethylpyridine",-2.0980000000000003,1.0,107.15599999999998,0.0,1.0,0.0,12.89,0.38,Cc1cncc(C)c1,[954]
Pirimicarb,-2.34,1.0,238.291,0.0,1.0,2.0,58.56000000000001,-1.95,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,[476]
Terbacil,-3.033,1.0,216.668,1.0,1.0,0.0,54.86,-2.484,Cc1nc(O)n(C(C)(C)C)c(=O)c1Cl,[739]
,-2.495392084121704,1.0,304.2984313964844,1.0,1.0,2.778917074203491,68.68975067138672,-2.4940340518951416,Cc1ncc([N+](=O)[O-])n1CCO,"[703, 822]"
2-methylpteridine,-1.24,1.0,146.153,0.0,2.0,0.0,51.56,-0.12,Cc1ncc2nccnc2n1,[551]
4-methylpteridine,-1.24,1.0,146.15299999999996,0.0,2.0,0.0,51.56,-0.466,Cc1ncnc2nccnc12,[81]
Triazolam,-3.948,1.0,343.2170000000001,0.0,4.0,1.0,43.07,-4.09,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,[248]
Fenfuram,-2.885,1.0,201.225,1.0,2.0,2.0,42.24,-3.3,Cc1occc1C(O)=Nc1ccccc1,[1]
