FDA_APPROVED,CT_TOX,standardised_smiles,Identifier
1.0,0.0,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,[1075]
1.0,0.0,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,[1076]
1.0,0.0,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,[1077]
1.0,0.0,CC[N+](CC)(CCN=C(O)C(O)=NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,[1078]
1.0,0.0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,[1147]
1.0,0.0,CCc1c(C)cn(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=NC3CCC(C)CC3)cc2)c1O,[1150]
1.0,0.0,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OCC2=CC=CC[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,[1148]
0.0,0.0,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,"[1153, 1154]"
1.0,0.0,CCc1cc(C(=N)S)ccn1,[1156]
1.0,0.0,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3nc(O)ccc13)C2,[1157]
1.0,0.0,CCc1ccc(CCOc2ccc(Cc3sc(O)nc3O)cc2)nc1,"[1159, 1161]"
1.0,0.0,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,[1160]
1.0,0.0,CCc1nc(=N)[nH]c(N)c1-c1ccc(Cl)cc1,[1149]
1.0,0.0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,[1163]
1.0,0.0,CCn1c(O)nc(-c2ccccc2)c1O,[1294]
1.0,0.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,[1297]
1.0,0.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,[1298]
1.0,0.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,[1299]
1.0,0.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,[1300]
1.0,0.0,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,[1301]
1.0,0.0,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,[1295]
1.0,0.0,CN(C(=O)CC(=O)N(C)c1c(I)c(C(O)=NC(CO)C(O)CO)c(I)c(C(O)=NC(CO)C(O)CO)c1I)c1c(I)c(C(O)=NC(CO)C(O)CO)c(I)c(C(O)=NC(CO)C(O)CO)c1I,[1365]
1.0,0.0,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I,[1355]
1.0,0.0,CN(C)C(=N)NC(=N)N,[1357]
1.0,0.0,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,[1358]
1.0,0.0,CN(C)C(=O)Oc1ccc[n+](C)c1,[565]
1.0,0.0,CN(C)C1C(=O)C(C(=N)O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,[445]
1.0,0.0,CN(C)C1C(=O)C(C(=N)O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,[444]
1.0,0.0,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,[571]
1.0,0.0,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,[573]
1.0,0.0,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,[574]
1.0,0.0,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,[578]
1.0,0.0,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,[576]
1.0,0.0,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,[577]
1.0,0.0,CN(C)CCC(c1ccccc1)c1ccccn1,[579]
1.0,0.0,CN(C)CCC=C1c2ccccc2CCc2ccccc21,[585]
1.0,0.0,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,[584]
1.0,0.0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,[586]
1.0,0.0,CN(C)CCCN1c2ccccc2CCc2ccccc21,[587]
1.0,0.0,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,[588]
1.0,0.0,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,[589]
1.0,0.0,CN(C)CCCN1c2ccccc2Sc2ccccc21,[590]
1.0,0.0,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,[583]
1.0,0.0,CN(C)CCN(Cc1ccccc1)c1ccccn1,[592]
1.0,0.0,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,[596]
1.0,0.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,[774]
1.0,0.0,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,[594]
1.0,0.0,CN(C)CCOC(c1ccccc1)c1ccccc1,[595]
1.0,0.0,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,[597]
1.0,0.0,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,[575]
1.0,0.0,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,[582]
1.0,0.0,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(O)=N3)cc12,[580]
1.0,0.0,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,[581]
1.0,0.0,CN(C)CCn1nnnc1SC=C1CSC2C(N=C(O)Cc3csc(=N)[nH]3)C(=O)N2C1C(=O)O,[593]
1.0,0.0,CN(C)N=Nc1[nH]cnc1C(N)=O,"[1356, 1364]"
1.0,0.0,CN(C)[C@@H]1C(=O)C(C(=N)O)C(=O)[C@@]2(O)C(O)c3c(c(O)c4c(Cl)ccc(O)c4c3O)C[C@@H]12,[569]
1.0,0.0,CN(C)c1cc(N=C(O)CNC(C)(C)C)c(O)c2c(O)c3c(cc12)C[C@H]1[C@H](N(C)C)C(=O)C(C(=N)O)C(=O)[C@@]1(O)C3O,[679]
1.0,0.0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,[1359]
1.0,0.0,CN(C)c1cccc2cc(S(=O)(=O)O)ccc12,[1360]
1.0,0.0,CN(C)c1nc(N(C)C)nc(N(C)C)n1,[1361]
1.0,0.0,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,[680]
1.0,0.0,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,[599]
1.0,0.0,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,[1369]
1.0,0.0,CN(CCCl)CCCl,[602]
1.0,0.0,CN(CCOc1ccc(Cc2sc(O)nc2O)cc1)c1ccccn1,"[1371, 1372]"
1.0,0.0,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,[601]
0.0,0.0,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,"[1367, 1368]"
1.0,0.0,CN(N=O)C(O)=N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,[1354]
1.0,0.0,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,[1393]
1.0,0.0,CN1C(=O)CC(C)(c2ccccc2)C1=O,[885]
1.0,0.0,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,[1388]
1.0,0.0,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,[1394]
1.0,0.0,CN1C(=O)OC(C)(C)C1=O,[880]
1.0,0.0,CN1C(C(O)=Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,[1377]
1.0,0.0,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,[1379]
1.0,0.0,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,[1380]
1.0,0.0,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,[606]
1.0,0.0,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,[1396]
1.0,0.0,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,[1397]
1.0,0.0,CN1CC(C(O)=N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)=CC2c3cccc4[nH]cc(c34)C[C@H]21,[386]
1.0,0.0,CN1CC(C(O)=N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,[385]
1.0,0.0,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,[619]
1.0,0.0,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,[618]
1.0,0.0,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,[620]
1.0,0.0,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,[621]
1.0,0.0,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,[617]
0.0,1.0,CN1CCC(CN=c2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3[nH]2)CC1,[1401]
1.0,0.0,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,[623]
1.0,0.0,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,[628]
1.0,0.0,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,[629]
1.0,0.0,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,[630]
1.0,0.0,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,[1402]
1.0,0.0,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,[383]
1.0,0.0,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,[626]
1.0,0.0,CN1CCC[C@H]1c1cccnc1,[627]
1.0,0.0,CN1CCN(C(=O)Oc2c3nccnc3c(O)n2-c2ccc(Cl)cn2)CC1,[633]
1.0,0.0,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,[632]
1.0,0.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,[634]
1.0,0.0,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,[635]
1.0,0.0,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,[636]
1.0,0.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[637]
1.0,0.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,"[638, 1399]"
0.0,1.0,CN1CCN(c2ccc3nc(-c4c(O)nc5cccc(F)c5c4N)[nH]c3c2)CC1,[1403]
1.0,0.0,CN1CCN2c3ncccc3Cc3ccccc3C2C1,[639]
1.0,0.0,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,[616]
1.0,0.0,CN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,[612]
1.0,0.0,CN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@H]3[C@H]1C5,[614]
1.0,0.0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,[610]
1.0,0.0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,[625]
1.0,0.0,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,[607]
1.0,0.0,CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,[604]
1.0,0.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,[605]
1.0,0.0,CN1[C@@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,[603]
1.0,0.0,CN1c2c(O)nc(=N)[nH]c2NC[C@@H]1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,[1389]
1.0,0.0,CN=C(NC#N)NCCSCc1[nH]cnc1C,[945]
1.0,0.0,CN=C(NC)NCc1ccccc1,[1374]
1.0,0.0,CN=C(O)CN(CCN(CCN(CC(=O)O)CC(O)=NC)CC(=O)O)CC(=O)O,[1411]
1.0,0.0,CN=C(O)c1c(C)c(C(=O)O)c(I)c(N=C(C)O)c1I,[892]
1.0,0.0,CN=C(O)c1c(I)c(C(O)=NCC(O)=Nc2c(I)c(C(=O)O)c(I)c(C(O)=NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,[808]
1.0,0.0,CN=C(O)c1c(I)c(N=C(C)O)c(I)c(C(=O)O)c1I,[820]
1.0,0.0,CN=C(O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,[1409]
1.0,0.0,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,[74]
0.0,0.0,CNC(=O)c1cc(Oc2ccc(NC(O)=Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,"[1408, 1410]"
1.0,0.0,CNC(C)(C)Cc1ccccc1,[694]
1.0,0.0,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,[770]
1.0,0.0,CNC(C)Cc1ccccc1,[782]
1.0,0.0,CNC1(C)C2CCC(C2)C1(C)C,[882]
1.0,0.0,CNC1(c2ccccc2Cl)CCCCC1=O,[643]
1.0,0.0,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)[N+]([O-])=C1,[1412]
1.0,0.0,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,[681]
1.0,0.0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,[648]
1.0,0.0,CNCCCC12CCC(c3ccccc31)c1ccccc12,[649]
1.0,0.0,CNCCCC1c2ccccc2C=Cc2ccccc21,[650]
1.0,0.0,CNCCCN1c2ccccc2CCc2ccccc21,[651]
1.0,0.0,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,[1019]
1.0,0.0,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,"[647, 1413]"
1.0,0.0,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[644]
1.0,0.0,CNC[C@H](O)c1ccc(O)c(O)c1,[645]
1.0,0.0,CNC[C@H](O)c1cccc(O)c1,[646]
1.0,0.0,CNNCc1ccc(C(=O)NC(C)C)cc1,[757]
1.0,0.0,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,[1415]
1.0,0.0,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,[1414]
1.0,0.0,CN[C@@H](C)[C@@H](O)c1ccccc1,[391]
1.0,0.0,CN[C@@H]1CCc2[nH]c3ccc(C(=N)O)cc3c2C1,[641]
1.0,0.0,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,[427]
1.0,0.0,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,[517]
1.0,0.0,CN[C@H](CC(C)C)C(O)=N[C@H]1C(O)=N[C@@H](CC(=N)O)C(O)=N[C@H]2C(O)=Nc3c(O)[nH]c(c(O)[nH]c(=C(O)O)c4cc(O)cc(O)c4c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,[520]
1.0,0.0,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,[642]
1.0,0.0,COC(=O)C(c1ccccc1)C1CCCCN1,[1427]
1.0,0.0,COC(=O)C(c1ccccc1)[C@H]1CCCCN1,[1425]
1.0,0.0,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,[1426]
1.0,0.0,COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,[894]
1.0,0.0,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],[895]
1.0,0.0,COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],[896]
1.0,0.0,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,[897]
1.0,0.0,COC(=O)C1=CC2CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)C13,[480]
1.0,0.0,COC(=O)C1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,[1453]
1.0,0.0,COC(=O)C1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,[1454]
1.0,0.0,COC(=O)C1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,[1439]
1.0,0.0,COC(=O)CCC(=O)CN,[1429]
1.0,0.0,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,[716]
1.0,0.0,COC(=O)c1ccccc1O,[1428]
1.0,0.0,COC(C(=O)C(O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)C1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,[933]
1.0,0.0,COC(F)(F)C(Cl)Cl,[1422]
1.0,1.0,COC(O)=NC(C(O)=NN(Cc1ccc(-c2ccccn2)cc1)C[C@H](O)[C@H](Cc1ccccc1)N=C(O)[C@@H](N=C(O)OC)C(C)(C)C)C(C)(C)C,[669]
1.0,0.0,COC(O)=Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,[1430]
1.0,0.0,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,[974]
1.0,0.0,COC1=C2C(C)[C@@H](OC(=O)C(O)C(N=C(O)OC(C)(C)C)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](OC)[C@@]3(C)C1=O)C2(C)C,[954]
0.0,1.0,COC1=CC(/C=C/C2=CCCC=C2)OC(=O)C1,[1441]
1.0,0.0,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,[428]
1.0,0.0,COC1C(=O)C(C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)CC2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCCC2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@H]1O,[435]
1.0,0.0,COC1C(=O)C(C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCCC2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@H]1O,[432]
0.0,1.0,COC1C(=O)C(C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCCC2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@H]1O,[433]
1.0,0.0,COC1C(=O)C(C)C[C@H](C)/C=C\C=C\C=C(/C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCCC2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@H]1O,[434]
1.0,0.0,COC=C1CSC2C(=NC(=O)C(NOC)c3csc(=N)[nH]3)C(=O)N2C1C(=O)OC(C)OC(=O)OC(C)C,[764]
1.0,0.0,COCC(N=C(C)O)C(O)=NCc1ccccc1,[818]
1.0,0.0,COCC(O)=Nc1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I,[1366]
1.0,0.0,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,[1462]
1.0,0.0,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)CC(C(O)=NCC(C)(C)C(=N)O)C(C)C)C(C)C)ccc1OC,[703]
1.0,0.0,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,[940]
1.0,0.0,COCCN=C(O)CN(CCN(CCN(CC(=O)O)CC(O)=NCCOC)CC(=O)O)CC(=O)O,[1463]
1.0,0.0,COCCO,[1464]
1.0,0.0,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,[893]
1.0,0.0,COCCc1ccc(OCC(O)CNC(C)C)cc1,[717]
1.0,0.0,COCc1c(-c2ccc(F)cc2)c(=CC[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)nc1=C(C)C,[729]
1.0,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(=N)[nH]1,[853]
1.0,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(=N)[nH]1,[1378]
1.0,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(=N)[nH]1,[1384]
1.0,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(=N)[nH]1,[1417]
1.0,0.0,CON=C(C(O)=NC1C(=O)N2C(C(=O)O)=C(COC(=N)O)CSC12)c1ccco1,[1416]
1.0,0.0,CON=C(C(O)=NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(=N)O)CSC12)c1ccco1,[859]
1.0,0.0,CON=C(C(O)=NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(=N)[nH]1,[561]
1.0,0.0,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,[1418]
1.0,0.0,CO[C@@H]1[C@@H](OC(=N)O)[C@@H](O)[C@H](Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C,[936]
1.0,0.0,CO[C@@]1(N=C(O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,[1381]
1.0,0.0,CO[C@@]1(N=C(O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,[1383]
1.0,0.0,CO[C@@]1(N=C(O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(=N)O)CS[C@@H]21,[1419]
1.0,0.0,CO[C@@]1(NC(O)=c2sc(=C(C(N)=O)C(=O)O)s2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,[1382]
0.0,0.0,CO[C@@]12C(=COC(=N)O)c3c(O)c(N)c(C)c(O)c3N1C[C@@H]1N[C@@H]12,"[914, 915]"
1.0,0.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(=CNN5CCN(C)CC5)c(O)c4c3C2=O)=NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,[923]
1.0,0.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(=CNN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)=NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,[924]
1.0,0.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CCN(CC(C)C)CC2)N=5)N=C(O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,[925]
1.0,0.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)N=C(O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,[1022]
1.0,0.0,CO[C@H]1C[C@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)C(C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,[417]
1.0,0.0,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,[431]
1.0,0.0,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2OC(C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4OC(C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,[1420]
1.0,0.0,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,[441]
1.0,0.0,CO[Si](C)(C)O[Si](C)(C)C,[1421]
