Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications",standardised_smiles,Identifier
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,[994]
1,0.0,0,0.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,Cc1onc(-c2ccccc2)c1C(O)=NC1C(=O)N2C1SC(C)(C)C2C(=O)O,[912]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,[731]
0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,[102]
0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,[62]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1.0,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,[821]
0,0.0,0,0.0,0.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,[1276]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,[814]
0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,[527]
0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,[918]
0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,[1073]
1,1.0,0,1.0,1.0,0.0,1.0,1,0,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,[282]
0,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,[549]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,[179]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,Clc1ccc2nsnc2c1NC1=NCCN1,[1117]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,Clc1cccc(Cl)c1NC1=NCCN1,[443]
0,0.0,0,0.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,[447]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,1.0,1.0,Clc1ccccc1CN1CCc2sccc2C1,[13]
0,1.0,0,1.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,[366]
0,1.0,0,0.0,0.0,1.0,1.0,0,0,0,0.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,[526]
0,1.0,0,0.0,1.0,1.0,1.0,0,1,0,0.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,Cn1c(=O)c2nc[nH]c2n(C)c1=O,[274]
1,1.0,0,0.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2ccccc2C#N)c1=O,[684]
0,1.0,0,0.0,1.0,1.0,1.0,0,1,0,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,[17]
0,0.0,0,0.0,1.0,1.0,1.0,0,1,0,0.0,0.0,0.0,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,[534]
1,0.0,0,0.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,Cn1ccnc1S,[1257]
1,0.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,[298]
0,0.0,0,1.0,1.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,[448]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,Cn1nnc2c(C(N)=O)ncn2c1=O,[1087]
0,0.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,FC(F)(F)C(F)(F)C(F)(F)F,[1258]
1,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,0.0,1.0,FC(F)OC(Cl)C(F)(F)F,[704]
1,1.0,0,0.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,FC(F)OC(F)(F)C(F)Cl,[538]
1,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,FC(F)OC(F)C(F)(F)F,[172]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,FCOC(C(F)(F)F)C(F)(F)F,[1051]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,[934]
0,0.0,0,0.0,0.0,0.0,1.0,1,0,0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,[1012]
0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,N#CC(=C1SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,[187]
1,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,[130]
1,1.0,0,0.0,1.0,1.0,1.0,0,0,0,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,1.0,1.0,N#CCC(C1CCCC1)n1cc(-c2nc[nH]c3nccc2-3)cn1,[1068]
0,1.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1.0,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)C(N)C12C[C@@H]3C[C@@H](CC(O)(C3)C1)C2,[882]
1,0.0,0,0.0,1.0,1.0,1.0,1,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,[799]
0,0.0,0,1.0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,[657]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,[732]
0,1.0,0,1.0,0.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1.0,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(=N)O)cc5c4)CC3)c2c1,[154]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,[951]
0,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0,0.0,1.0,1.0,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,[756]
0,1.0,0,0.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,N=C(N)N,[1345]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=C(N)N=C(O)Cc1c(Cl)cccc1Cl,[642]
1,1.0,0,1.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=C(N)N=C(O)c1nc(Cl)c(N)nc1N,[1418]
0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,N=C(N)NC(=N)N,[1213]
0,1.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,1,1.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,1.0,0.0,N=C(N)NCCCC(N)C(=O)O,[44]
0,0.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,N=C(N)NCCCC(N)C(O)=NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)N1C[C@H](O)CC1C(O)=NCC(O)=N[C@@H](Cc1cccs1)C(O)=N[C@@H](CO)C(=O)N1Cc2ccccc2CC1C(=O)N1C(C(O)=N[C@@H](CCCNC(=N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21,[1201]
1,0.0,0,0.0,1.0,0.0,1.0,0,1,0,1.0,1.0,0.0,0,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0,1.0,1.0,1.0,N=C(N)NCCCCC1N=C(O)CCSSCC(C(=N)O)N=C(O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)N=C(O)C(CC(=O)O)N=C(O)CN=C1O,[103]
0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,N=C(N)NCc1cccc(I)c1,[640]
0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=C(N)NN=Cc1c(Cl)cccc1Cl,[641]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,[564]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,[943]
0,0.0,0,0.0,0.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,[414]
1,0.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,N=C(O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,[1279]
0,0.0,0,1.0,0.0,0.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,N=C(O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(O)c1ccc(O)[nH]1,[1065]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,N=C(O)CCC(N)C(=O)O,[108]
0,0.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,1.0,0.0,N=C(O)CCC1N=C(O)C(Cc2ccccc2)N=C(O)C(Cc2ccc(O)cc2)N=C(O)C(N)CSSCC(C(=O)N2CCCC2C(O)=NC(CCCNC(=N)N)C(O)=NCC(=N)O)N=C(O)C(CC(=N)O)N=C1O,[9]
0,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,1.0,1,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=C(O)CCC1N=C(O)C(Cc2ccccc2)N=C(O)C(Cc2ccc(O)cc2)N=C(O)CCSSCC(C(=O)N2CCCC2C(O)=NC(CCCNC(=N)N)C(O)=NCC(=N)O)N=C(O)C(CC(=N)O)N=C1O,[610]
0,1.0,0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,1.0,0.0,N=C(O)CC[C@@H]1N=C(O)[C@H](Cc2ccccc2)N=C(O)[C@H](Cc2ccc(O)cc2)N=C(O)[C@@H](N=C(O)CN=C(O)CN=C(O)CN)CSSC[C@@H](C(=O)N2CCC[C@H]2C(O)=NC(CCCCN)C(O)=NCC(=N)O)N=C(O)[C@H](CC(=N)O)N=C1O,[245]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=C(O)CS(=O)C(c1ccccc1)c1ccccc1,[825]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,N=C(O)Cc1cccc(C(=O)c2ccccc2)c1N,[659]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,N=C(O)N1c2ccccc2C=Cc2ccccc21,[377]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,1.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=C(O)N1c2ccccc2CC(=O)c2ccccc21,[205]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,0.0,1.0,0.0,N=C(O)N1c2ccccc2CC(O)c2ccccc21,[4]
0,1.0,0,0.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,N=C(O)NC(CCC(=O)O)C(=O)O,[1299]
1,1.0,0,0.0,1.0,0.0,0.0,0,1,0,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,N=C(O)NCC1N=C(O)C(CN=C(O)CC(N)CCCN)N=C(O)C(CO)N=C(O)C(N)CNC(=O)C(C2CCNC(=N)N2)=NC1=O,[373]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,N=C(O)NO,[669]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,N=C(O)OCC(COC(=N)O)c1ccccc1,[565]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=C(O)c1cn(Cc2c(F)cccc2F)nn1,[1251]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,0,1.0,1.0,0.0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,N=C(O)c1cnccn1,[157]
0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,N=C1NCC2c3ccccc3Cc3ccccc3N12,[540]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,N=CCN=c1ccc(NCCN)c2c(O)c3cc[nH]cc3c(O)c12,[471]
0,1.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,N=c1[nH]c(C(=NO)C(O)=N[C@@H]2C(=O)N3C(C(=O)O)=C(Cc4ccn([C@@H]5CCNC5)c4O)CS[C@H]23)ns1,[853]
1,1.0,0,0.0,1.0,0.0,1.0,1,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,N=c1[nH]c(C(CCC(=O)O)C(=O)N=C2C(=O)N3C(C(=O)O)=CCSC23)cs1,[396]
0,1.0,0,1.0,1.0,1.0,1.0,0,0,1,1.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1.0,1.0,1.0,N=c1[nH]c(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,[324]
1,1.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=c1[nH]c(O)ncc1F,[581]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=c1[nH]c2ccc(OC(F)(F)F)cc2s1,[1027]
1,1.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1.0,N=c1[nH]c2nc(=N)c(-c3ccccc3)nc-2c(N)[nH]1,[78]
0,1.0,0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,N=c1cc(N2CCCCC2)[nH]c(=N)n1O,[819]
0,0.0,0,0.0,0.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,N=c1cc[nH]cc1,[415]
1,0.0,0,1.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,N=c1ccc(N=Nc2ccccc2)c(N)[nH]1,[953]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=c1ccn(C2CCC(CO)O2)c(O)n1,[1180]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,N=c1ccn(C2CSC(CO)O2)c(O)n1,[727]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(O)n1,[621]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1,[83]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=c1ccn(C[C@@H](CO)OC[PH](=O)(=O)O)c(O)n1,[555]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,N=c1nc(O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,[635]
0,1.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,[25]
0,1.0,0,0.0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,N=c1nc(O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,[604]
1,0.0,0,0.0,1.0,0.0,1.0,0,1,1,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,N=c1nc(O)c2ncn(CCC(CO)CO)c2[nH]1,[940]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=c1nc(O)c2ncn(COC(CO)CO)c2[nH]1,[620]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=c1nc(O)c2ncn(COCCO)c2[nH]1,[249]
1,1.0,0,0.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,N=c1nc(O)n([C@@H]2CS[C@H](CO)O2)cc1F,[646]
1,1.0,0,0.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,N=c1nc(S)c2nc[nH]c2[nH]1,[724]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,N=c1nc2c(ncn2C2C=CC(CO)C2)c(NC2CC2)[nH]1,[237]
