smiles,logS
[O-][N+](=O)c1c[n]c([s]1)N1CCNC1=O,-3.217
CC(C)CC(N)C(O)=O,-0.785
[O-][N+](=O)c1ccc(cc1)C(O)=O,-2.9219999999999997
CC(=O)Nc1ccc(cc1)OCC,-2.369
CCOS(C)(=O)=O,0.402
Nc1ccccc1,-0.413
CC(N)=S,0.336
NC(N)=S,0.271
COP(=O)(OC=C(Cl)Cl)OC,-1.344
CN(C)N=O,1.13
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2=O,-3.695
CNC(=O)Oc1cccc2ccccc21,-3.387
CSCCC(N)C(O)=O,-0.42100000000000004
Nc1ccc(cc1)S(N)(=O)=O,-1.361
CN1CC(=CCC1)C(=O)OC,0.809
CCO,1.337
OC=O,1.337
CC(O)=O,1.2209999999999999
CCC(C)C(C)(COC(N)=O)COC(N)=O,-2.366
CCOS(=O)(=O)OCC,-1.3430000000000002
Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC,-3.3939999999999997
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2C(=O)CO,-3.745
NC(=O)c1ccccc1O,-1.8230000000000002
Nc1cc(O)c(cc1)C(O)=O,-1.9569999999999999
CC1=CNC(=O)NC1=O,-1.5190000000000001
OC(=O)c1ccccc1,-1.655
Oc1[n]c(cc(O)[n]1)C(O)=O,-1.933
O=C1C=CNC(=O)N1,-1.493
CCCCCC=O,-1.249
c1cc2ccc[n]c2c2[n]cccc21,-1.8259999999999998
CC1CC(C(O)CC2CC(=O)NC(=O)C2)C(=O)C(C)C1,-1.127
CO,1.494
CC(C)O,1.2209999999999999
CC(C)=O,1.236
ClC(Cl)Cl,-1.177
CS(C)=O,1.107
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-4.488
CC12C=CC(=O)C=C1CCC1C3CC(OC(C)=O)C(O)(C(=O)COC(C)=O)C3(C)CC(O)C21F,-4.13
OC(=O)CS,1.036
CN(C)C=O,1.136
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2(O)C#C,-4.627
O=C1NC=Nc2[n]c[nH]c21,-2.289
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.708
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,-4.149
Oc1ccccc1C(O)=O,-1.79
Cc1ccc(cc1)S(N)(=O)=O,-1.734
CCC(=O)c1ccc(N)cc1,-2.627
NC(Cc1c[n]c[nH]1)C(O)=O,-0.532
CCCO,1.2209999999999999
CCCCO,-0.069
CCCCCO,-0.603
c1ccccc1,-1.64
CC(Cl)(Cl)Cl,-1.952
Nc1ccc(cc1)S(=O)(=O)Nc1[n]cc[s]1,-2.425
CC(O)C(N)C(O)=O,-0.08900000000000001
COc1ccc(cc1)C(c1ccc(cc1)OC)C(Cl)(Cl)Cl,-6.539
Oc1ccc2c(C(=O)c3ccccc3C2=O)c1O,-2.779
ClC(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.551
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.9
NC(Cc1c[nH]c2ccccc21)C(O)=O,-1.183
CC(CC)C(N)C(O)=O,-0.581
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.591
CCC1NC(=O)c2cc(c(Cl)cc2N1)S(N)(=O)=O,-3.286
OC(=O)c1ccc(Cl)cc1,-3.3369999999999997
NC(=N)NCCCC(N)C(O)=O,0.019
CBr,-0.7959999999999999
CCl,-0.977
CI,-1.012
CN,1.541
C#N,1.568
CS,-0.495
BrCBr,-1.165
CCBr,-1.0859999999999999
ClCBr,-0.889
CCCl,-1.055
C=CCl,-1.36
C=CF,-0.276
CCI,-1.601
CCN,1.3459999999999999
CC#N,1.3869999999999998
CC=O,1.3559999999999999
CCS,-0.6
ClCCl,-0.815
ICI,-2.334
NC=O,1.3459999999999999
S=C=S,-1.81
CSC,-0.9940000000000001
C1CO1,1.3559999999999999
BrC(Br)Br,-1.808
CC(C)Br,-1.631
ClC(Cl)Br,-1.733
CC(C)C,-3.076
CC(C)Cl,-1.4040000000000001
CC(C)I,-2.084
CC(C)N,1.228
CC(Cl)Cl,-1.291
C=C(Cl)Cl,-1.6340000000000001
CC(F)F,-1.315
C=C(F)F,-0.706
FC(Cl)Cl,-0.738
FC(F)Cl,-1.494
FC(F)F,-1.2329999999999999
CN(C)C,1.178
C[N+]([O-])=O,0.26
CC1CO1,1.0070000000000001
FC(F)(F)Br,-2.668
CC(C)(C)N,1.136
CC(C)(C)O,1.13
FC(Cl)(Cl)Cl,-2.096
FC(F)(Cl)Cl,-2.635
FC(F)(F)Cl,-3.065
CCC(C)(C)C,-3.6710000000000003
CC(C)(C)CO,-0.401
CCC(C)(C)O,0.096
O=CC(Cl)(Cl)Cl,-0.691
OCC(F)(F)F,1.0
CC(=O)C(C)(C)C,-0.722
CC(C)(C)C(O)=O,-0.6729999999999999
CC(Cl)(Cl)C(O)=O,0.545
CC(O)C(Cl)(Cl)Cl,-0.757
ClC(Cl)C(Cl)(Cl)Cl,-2.625
OC(=O)C(Cl)(Cl)Cl,0.519
[O-][N+](=O)C(Cl)(Cl)Cl,-2.006
FC(Cl)(Cl)C(F)(Cl)Cl,-3.1889999999999996
FC(F)(Cl)C(F)(Cl)Cl,-3.042
FC(F)(Cl)C(F)(F)Cl,-3.1189999999999998
FC(F)(F)C(F)(F)Cl,-3.411
FC(F)(C(F)(F)F)C(F)(F)F,-4.518
CC(CC)(S(=O)(=O)CC)S(=O)(=O)CC,-1.685
CC1(C)OC2(C(CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC23C)O1)C(=O)CO,-4.316
ClC1(Cl)C2(Cl)C3C=CC(Cl)C3C1(Cl)C(Cl)=C2Cl,-6.317
COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C,-1.5219999999999998
CCC1(C(C)CCC)C(=O)NC(O)=NC1=O,-2.523
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.214
OC(=O)C(O)(c1ccccc1)c1ccccc1,-2.209
CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-1.712
CC12C3C(C(O)=O)C45CC(O)(CCC4C3(C=CC1O)OC2=O)C(=C)C5,-1.841
Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1,-2.9010000000000002
CCC1(CCC(=O)NC1=O)c1ccccc1,-2.3369999999999997
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.458
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.6380000000000001
NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12,-3.451
ClC1(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-5.181
CCC(Br)(CC)C(=O)NC(N)=O,-2.676
CC(O)(CC)CC,-0.38
CCC(C)(O)C#C,0.115
COS(=O)(=O)OC,-0.654
OC(=O)C(O)(CC(O)=O)CC(O)=O,0.489
CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC,-0.603
CC(CC)(CC)OC(N)=O,-1.56
CCOP(=O)(OCC)OCC,0.439
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,-2.938
CCCCSP(=O)(SCCCC)SCCCC,-5.6339999999999995
CC1CC(C)(C)CC(=O)C=1,-1.061
CC(C)=CCCC(C)(O)C=C,-1.9869999999999999
CC(Br)CBr,-2.141
CC(C)CBr,-2.432
CCC(C)C,-3.1630000000000003
CC(=C)C=C,-2.0340000000000003
CC(C)CN,1.136
CC(C)CO,0.059000000000000004
CC(C)C=O,0.091
CC(=C)C=O,-0.039
CCC(C)Cl,-1.966
CC(Cl)CCl,-1.6059999999999999
C=C(Cl)CCl,-1.713
CCC(C)O,0.38799999999999996
CCC(C)=O,0.49
ClCC(Cl)Cl,-1.48
ClC=C(Cl)Cl,-2.077
C=CC(N)=O,0.9540000000000001
NC(=O)CCl,-0.017
CCC(O)=O,1.13
OC(=O)CCl,0.9279999999999999
CNC(C)=O,1.136
COC(C)=O,0.516
CC[N+]([O-])=O,-0.203
BrC(Br)C(Br)Br,-2.7319999999999998
CC(C)C(C)C,-3.583
CC(C)C(O)=O,0.278
ClC(Cl)C(Cl)Cl,-1.754
CC(=C)C(O)=O,0.013999999999999999
OC(=O)C(Cl)Cl,0.89
CC(C)[N+]([O-])=O,-0.615
Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NCCO,-2.597
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-3.279
Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,-2.815
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)[n][n]1,-3.28
CC(C)(CC)c1ccc(O)cc1,-2.99
CC(C)(O)C1CCC(C)(O)CC1,-1.6340000000000001
CC(=C)C(=O)OC,-0.8240000000000001
CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O,-2.039
O=C1NS(=O)(=O)c2ccccc12,-1.661
CC(CCC(O)=O)C1CCC2C3C(CC(O)C21C)C1(C)CCC(O)CC1CC3O,-3.3680000000000003
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c1ccccc1,-4.2589999999999995
OC(=O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,-3.263
[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.817
[O-][N+](=O)c1c(O)c(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-1.662
CN1CCN(CC1)C(c1ccccc1)c1ccccc1,-2.426
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.107
C1Cc2cccc3cccc1c23,-4.5969999999999995
Cc1c[nH]c2ccccc21,-2.421
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C21,-3.4939999999999998
CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C21C,-3.9539999999999997
Oc1cccc2c1cccc2O,-2.987
CN1c2[n]c[n](C)c2C(=O)NC1=O,-2.737
c1ccccc1-c1ccccc1-c1ccccc1,-5.269
CCC(C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.353
O=C1c2ccccc2C(=O)c2ccccc12,-5.188
CCOC(=O)c1ccccc1C(=O)OCC,-2.313
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,-4.652
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.395
COc1c2C=CC(=O)Oc2cc2OC(C)(C)C=Cc21,-3.81
c1cc2ccccc2c2ccccc21,-5.19
c1cccc2c3ccc[n]c3ccc21,-3.3569999999999998
OC(=O)Cc1c(Cl)c(Cl)ccc1Cl,-3.0780000000000003
[O-][N+](=O)c1cccc(c1O)C(O)=O,-2.149
O=C1NC(=O)c2ccccc12,-2.611
O=C1OC(=O)c2ccccc12,-1.3780000000000001
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-5.065
Cc1cc(ccc1)NC(=O)c1ccccc1C(O)=O,-2.407
Nc1ccc2ccccc2c1N=Nc1ccccc1,-5.916
O=NN(c1ccccc1)c1ccccc1,-3.753
COP(=S)(OC)SCN1N=Nc2ccccc2C1=O,-4.181
[O-][N+](=O)c1cccc2ccccc21,-4.276
C1c2ccccc2-c2ccccc21,-4.944
c1cccc2[nH]c3ccccc3c21,-4.968
OC(=O)Cc1cccc2ccccc21,-2.647
NC(=S)Nc1cccc2ccccc21,-2.528
CN1C2CC(CC1CC2)OC(=O)C(O)c1ccccc1,-1.44
Oc1ccccc1C(=O)Nc1ccccc1,-3.589
CC(C)CCOC(=O)c1ccccc1O,-3.157
[O-][N+](=O)OC1COC2C1OCC2O[N+]([O-])=O,-2.633
COc1c(Cl)cc(Cl)cc1Cl,-4.325
OC(=O)Cc1c[nH]c2ccccc21,-2.0669999999999997
Clc1c(Cl)cccc1Cl,-4.003
Oc1c(Cl)cccc1Cl,-1.933
Oc1c(O)cccc1O,0.604
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.9110000000000005
OC(CO)C(O)C(O)C(=O)CO,0.301
Cc1c(C)c(C)c(C)c(C)c1C,-5.8389999999999995
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.279
OC1C(O)C(O)C(O)C(O)C1O,-0.1
OC(C(O)CO)C(O)CO,0.625
Cc1cc(O)cc(C)c1Cl,-2.7969999999999997
Oc1c(Cl)cc(Cl)cc1Cl,-2.392
CCC(CC)C(O)=O,-0.81
OC(=O)c1cc[s]c1,-1.474
OC(=O)c1ccco1,-0.48
Cc1ccccc1S(N)(=O)=O,-2.024
OC(=O)c1ccccc1I,-2.7310000000000003
Cc1ccccc1[N+]([O-])=O,-2.324
[O-][N+](=O)c1ccccc1Cl,-2.8960000000000004
Nc1ccccc1[N+]([O-])=O,-1.973
[O-][N+](=O)c1ccccc1O,-1.745
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-3.665
[O-][N+](=O)c1cc(c(Cl)c(c1)[N+]([O-])=O)[N+]([O-])=O,-2.6689999999999996
[O-][N+](=O)c1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,-1.256
OC(=O)c1ccccc1C(O)=O,-1.375
OC(=O)c1[n]cccc1C(O)=O,-1.182
OC(=O)c1cc(c(cc1C(O)=O)C(O)=O)C(O)=O,-1.2590000000000001
[O-][N+](=O)c1cc(Cl)ccc1Cl,-4.137
[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl,-3.887
CC(C)C1CCC(C)CC1O,-2.535
Cc1ccc(C(C)C)c(O)c1,-2.222
CCc1ccccc1O,-1.359
Oc1ccccc1CO,-0.295
COc1ccccc1O,-0.8220000000000001
Brc1cccc2ccccc21,-4.3469999999999995
Cc1cccc2ccccc21,-3.741
Clc1cccc2ccccc21,-3.971
Oc1cccc2ccccc21,-2.221
c1cccc2c(cccc21)Nc1ccccc1,-3.563
C1C2CC(CN3CCCCC32)C2CCCCN21,-1.8869999999999998
Oc1ccccc1-c1ccccc1,-2.386
OC(=O)C(O)c1ccccc1,0.075
OC(c1ccccc1)c1ccccc1,-2.549
COc1cccc(OC)c1O,-0.9520000000000001
C1CCCC2CCCCC21,-5.192
c1[n]c[n]c2[n]cc[n]c21,0.034
c1cccc2ccccc21,-3.616
c1cccc2[n]cccc21,-1.325
COc1ccccc1[N+]([O-])=O,-1.9569999999999999
Cc1cc2ccccc2cc1,-3.762
Clc1cc2ccccc2cc1,-4.143
O=C1C=Cc2ccccc2O1,-1.886
CCN(CC)c1ccccc1,-3.028
Nc1[n]c([n]c(N)[n]1)-c1ccccc1,-2.494
Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,-4.912
c1c(cccc1-c1ccccc1)-c1ccccc1,-5.183
c1c2cc3ccccc3cc2cc2ccccc21,-8.18
Oc1cc2ccccc2cc1O,-2.738
c1ccccc1-c1ccccc1,-4.3469999999999995
Brc1ccc(cc1)-c1ccccc1,-5.553
Oc1ccc(cc1)-c1ccccc1,-3.4810000000000003
c1cccc2Nc3ccccc3Sc21,-5.098
Nc1ccc(cc1)-c1ccc(N)cc1,-2.758
c1cc(ccc1-c1ccccc1)-c1ccccc1,-7.107
OC(=O)c1cc2ccccc2cc1,-3.5639999999999996
COc1ccccc1OCC(O)CO,-0.598
Cc1cc2[n]c(C)ccc2cc1,-1.944
CCC(=O)c1ccccc1,-1.827
COC(=O)c1ccccc1,-1.8119999999999998
COC(=O)c1ccc[n]c1,-0.46
Cc1cc(Cl)ccc1OC(C)C(O)=O,-2.539
C=CCN(CC=C)C(=O)CCl,-0.945
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O,-3.5789999999999997
OC(=O)COc1cc(Cl)c(Cl)cc1Cl,-2.963
CCOC(=O)c1ccccc1,-2.319
CCOC(=O)c1ccc(N)cc1,-2.101
CCCOC(=O)c1ccc(N)cc1,-2.3280000000000003
CCCOC(=O)c1ccc(O)cc1,-2.557
CC(C)COC(=O)c1ccc(N)cc1,-2.944
CCc1[n][n]c(NS(=O)(=O)c2ccc(N)cc2)[s]1,-1.942
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-3.03
CCOc1ccc(cc1)C(=O)OCCN(CC)CC,-2.715
CCCCOC(=O)c1ccc(N)cc1,-2.755
CCCCOC(=O)c1ccc(O)cc1,-2.972
O=C(OOC(=O)c1ccccc1)c1ccccc1,-4.425
O=C(C=CC=Cc1cc2OCOc2cc1)N1CCCCC1,-3.853
Cc1cc(Cl)ccc1OCC(O)=O,-2.503
OC(=O)COc1ccc(Cl)cc1Cl,-2.5140000000000002
Cc1cc(Cl)ccc1OCCCC(O)=O,-3.678
OC(=O)CCCOc1ccc(Cl)cc1Cl,-3.6719999999999997
CCC(CO)C(O)CCC,-1.3869999999999998
CCN(CC)C(=S)SCC(=C)Cl,-3.35
c1cccc2[nH][n][n]c21,-0.779
c1cccc2[s]ccc21,-3.014
c1[n]c2ccccc2[s]1,-1.4969999999999999
Cc1ccccc1C,-2.7760000000000002
Cc1ccccc1O,-0.621
Cc1ccccc1Cl,-2.53
Clc1ccccc1Cl,-2.9739999999999998
Nc1ccccc1Cl,-1.194
Cc1ccccc1N,-0.81
Nc1ccccc1N,-0.428
Nc1ccccc1O,-0.737
Oc1ccccc1Cl,-1.056
Cc1cc(C)c(C)cc1,-3.324
Cc1cc(O)ccc1C,-1.409
Cc1cc(Cl)c(Cl)cc1,-3.792
Nc1cc(Cl)c(Cl)cc1,-3.2460000000000004
Cc1cc(O)c(C)cc1,-1.538
Cc1cc(C)c(C)cc1C,-4.586
Clc1cc(Cl)c(Cl)cc1Cl,-5.56
Oc1cc(Cl)c(Cl)cc1Cl,-2.2159999999999997
C1OC1c1ccccc1,-1.6030000000000002
ClCC(Br)CBr,-2.374
CC(CC)CC,-3.6830000000000003
CCC(=O)CC,-0.253
OC(CCl)CCl,-0.115
COC(=O)C=C,-0.24100000000000002
CC1CCCC1,-3.302
S=C1NCCN1,-0.708
CC1CCCO1,0.31
O=C1CCCO1,1.065
CC(OP(C)(=O)F)C(C)(C)C,-0.938
Nc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-2.153
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.9530000000000003
COC1OC(CO)C(O)C(O)C1O,0.299
COc1cc(CC=C)ccc1O,-1.5619999999999998
CC(=C)C(=O)OCC,-1.325
C=C(CC(O)=O)C(O)=O,-0.22899999999999998
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86
CC(C)C(=O)OCC(C)C,-2.403
CC(=C)C(=O)OCC(C)C,-2.039
CC(=C)C(=O)OCCCC,-2.25
CCC(CO)CC,-1.4069999999999998
OCc1ccco1,1.008
O=Cc1ccco1,-0.096
CC(C)(C)c1ccccc1,-3.658
ClC(Cl)(Cl)c1ccccc1,-3.5669999999999997
FC(F)(F)c1ccccc1,-2.511
NS(=O)(=O)c1ccccc1,-1.5630000000000002
CC(C)(C)c1cc(O)c(O)cc1,-1.92
CC(C)(C)c1ccc(O)cc1,-2.4130000000000003
CC1CCC(CC=1)C(C)(C)O,-1.889
CC(C)(C)c1ccc(cc1)C(O)=O,-3.804
OC(=O)C1CCC(=O)N1,0.5670000000000001
CC(C)c1ccccc1,-3.292
CC(=C)c1ccccc1,-3.008
CC(N)c1ccccc1,-0.46
CC(=O)c1ccccc1,-1.2919999999999998
ClC(Cl)c1ccccc1,-2.8089999999999997
OC(=O)C1CCCCC1,-1.445
NC(=O)c1ccc[n]c1,0.612
[O-][N+](=O)c1ccccc1,-1.77
NC(=O)c1c[n]cc[n]1,-0.914
Cc1cc(ccc1)C(O)=O,-2.1430000000000002
Nc1cc(ccc1)C(O)=O,-1.3659999999999999
Oc1cccc(c1)C(O)=O,-1.28
Cc1cc(ccc1)[N+]([O-])=O,-2.438
Nc1cc(ccc1)[N+]([O-])=O,-2.061
OC(=O)C(CC(O)=O)CC(O)=O,0.275
COC(=O)c1cc(O)c(O)c(O)c1,-1.24
Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,-4.471
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,-2.1959999999999997
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,-2.885
CC1=CCC(CC1=O)C(C)=C,-2.063
Oc1cc(ccc1O)C(O)=O,-0.9279999999999999
[O-][N+](=O)c1cc(Cl)c(Cl)cc1,-3.201
[O-][N+](=O)c1cccc(c1)C=O,-1.9669999999999999
[O-][N+](=O)c1cc(ccc1)[N+]([O-])=O,-2.499
CCCC(CCC)C(O)=O,-1.858
CCC(C)c1ccc(O)cc1,-2.194
COC(=O)c1ccc(O)cc1,-1.784
Cc1ccc(cc1)C(C)C,-3.759
CC(=O)c1ccc(N)cc1,-1.6059999999999999
CC(=O)c1ccc(O)cc1,-1.138
Cc1ccc(cc1)C(O)=O,-2.603
Oc1ccc(cc1)C(O)=O,-1.4409999999999998
Cc1ccc(cc1)N(C)C,-2.318
Cc1ccc(cc1)[N+]([O-])=O,-2.492
[O-][N+](=O)c1ccc(Cl)cc1,-2.845
Nc1ccc(cc1)[N+]([O-])=O,-2.278
[O-][N+](=O)c1ccc(O)cc1,-1.079
COc1ccc(cc1)C(O)=O,-2.458
COc1ccc(cc1)[N+]([O-])=O,-2.414
[O-][N+](=O)c1ccc(cc1)[N+]([O-])=O,-3.387
OC(=O)c1ccc(c[n]1)C(O)=O,-2.13
C=CC1CC=CCC1,-3.335
CCc1ccccc1,-2.798
C=Cc1ccccc1,-2.526
ClCc1ccccc1,-2.3819999999999997
NCc1ccccc1,0.97
N#Cc1ccccc1,-1.712
OCc1ccccc1,-0.43200000000000005
O=Cc1ccccc1,-1.208
OCc1c[n]ccc1,0.9620000000000001
CNc1ccccc1,-1.28
NNc1ccccc1,0.07
ONc1ccccc1,-0.737
COc1ccccc1,-2.017
CSc1ccccc1,-2.39
CCc1cccc[n]1,0.501
O=NN1CCCCC1,-0.174
Cc1cc(C=C)ccc1,-3.123
Oc1cc(C=O)ccc1,-0.647
Clc1ccccc1Nc1[n]c(Cl)[n]c(Cl)[n]1,-4.537
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38
O=C(Nc1cc(Cl)ccc1)OCC#CCCl,-4.37
CN(C)C(=O)Nc1ccccc1,-1.61
Nc1ccc(Cc2ccc(N)cc2)cc1,-2.2969999999999997
C(c1ccccc1)c1ccccc1,-4.077
c1ccccc1Oc1ccccc1,-3.9760000000000004
CCCN(CCC)CCC,-2.282
CC(=O)OC(COC(C)=O)COC(C)=O,-0.575
CCCCN(CCCC)CCCC,-3.116
C(Cc1ccccc1)c1ccccc1,-4.627
c1ccccc1C=Cc1ccccc1,-5.792999999999999
c1ccccc1N=Nc1ccccc1,-4.454
CCOC(=O)C=Cc1ccccc1,-2.9960000000000004
C(OCc1ccccc1)c1ccccc1,-3.695
CCCc1ccccc1,-3.362
O=CNc1ccccc1,-0.6779999999999999
CCOc1ccccc1,-2.332
OC(=O)Cc1ccccc1,-0.914
CC(=O)Nc1ccccc1,-1.29
NC(=S)Nc1ccccc1,-1.79
CC(=O)Nc1ccc(O)cc1,-1.033
COc1ccc(C=CC(=O)OCCOCC)cc1,-2.699
OCC(O)COc1ccc(Cl)cc1,-1.307
CC=Cc1ccc(cc1)OC,-3.1260000000000003
CCCCc1ccccc1,-4.056
O=CC=Cc1ccccc1,-1.969
CCCCC(CN)CC,-1.713
CCCCC(CO)CC,-2.27
Cc1ccc(C=O)cc1,-1.724
OC(=O)C=Cc1c[nH]c[n]1,-1.964
CCc1ccc(CC)cc1,-3.733
CCCC(C)CO,-1.2309999999999999
CCC(=O)OCC,-0.726
CCOC(=O)NC,0.826
CC(=O)CC(=O)OC,0.634
CCC(C)OC(C)=O,-1.273
CCOC(=O)CC(=O)OCC,-0.8390000000000001
CCOC(=O)CCC,-1.275
CCOC(=O)CC#N,-0.753
CC(OCC)OCC,-0.429
CCOC(=O)OCC,-0.7979999999999999
O=C1CCCCCN1,0.8340000000000001
CCCOC(=O)CCC,-1.905
Cc1cc(C)c(O)cc1,-1.1909999999999998
CCCCCCC(=O)OCC,-2.737
CCCCCCCC(=O)OCC,-3.391
CCCCC(=O)CC,-0.902
CCC(=O)OCCC,-1.34
Brc1ccc(Br)cc1,-4.072
Cc1ccc(Br)cc1,-3.1919999999999997
Clc1ccc(Br)cc1,-3.63
Oc1ccc(Br)cc1,-1.092
Cc1ccc(C)cc1,-2.8160000000000003
Cc1ccc(Cl)cc1,-3.077
Cc1ccc(O)cc1,-0.7020000000000001
Clc1ccc(Cl)cc1,-3.2569999999999997
Nc1ccc(Cl)cc1,-1.515
Oc1ccc(Cl)cc1,-0.7290000000000001
Cc1ccc(N)cc1,-1.217
Nc1ccc(N)cc1,-0.466
O=C1C=CC(=O)C=C1,-0.9890000000000001
CC(C)COC(=O)C=C,-1.8530000000000002
CCCCCC(=O)OC,-1.9909999999999999
CCC1CO1,-0.086
ClCC1CO1,-0.147
C=CCOCC1CO1,0.092
BrCCBr,-1.656
CCCBr,-1.7009999999999998
C=CCBr,-1.5
CCCC,-2.978
CCC=C,-2.405
C=CC=C,-1.867
CCC#C,-1.275
C=CC=O,0.578
ClCCBr,-1.318
C=CCCl,-1.8840000000000001
ClCCCl,-1.065
OCCCl,1.094
CCCI,-2.201
CCCN,1.228
C=CCN,1.2429999999999999
CCC#N,0.272
C=CC#N,0.147
C=CCO,1.236
C#CCO,1.251
OCCO,1.207
COC=O,0.7040000000000001
NCCS(O)(=O)=O,-0.191
NC(=O)OCC(Cl)(Cl)Cl,-1.284
CC(C)CCBr,-2.887
CCCC(C)C,-3.74
CCCC(C)=O,-0.302
NC(=O)CC#N,0.18899999999999997
CCCC(O)=O,1.055
NCCC(O)=O,0.787
CNCC(O)=O,0.527
CCC[N+]([O-])=O,-0.774
CC(=O)OC=C,-0.634
CC(C)CC(C)C,-4.261
CC(C)CC(C)=O,-0.722
CC(C)CC(C)O,-0.795
CC(C)NC(C)C,0.036000000000000004
CC(C)OC(C)C,-1.7080000000000002
CC(C)OC(C)=O,-0.519
CC(=O)OC(C)=O,0.07
C=C1C=CC(=O)O1,-0.983
CC1COC(=O)O1,0.23399999999999999
Brc1cc(Br)ccc1,-3.543
Clc1cc(Br)ccc1,-3.21
Cc1cc(C)ccc1,-2.819
Cc1cc(O)ccc1,-0.6779999999999999
Nc1cc(Cl)ccc1,-1.3730000000000002
Oc1cc(Cl)ccc1,-0.6940000000000001
Cc1cc(N)ccc1,-0.8540000000000001
Nc1cc(N)ccc1,0.34299999999999997
Oc1cc(O)ccc1,0.8140000000000001
Cc1cc(C)[n]cc1,0.514
Cc1cccc(C)[n]1,0.447
CC(CCl)OC(C)CCl,-2.003
CCOC(=O)CC(C)C,-1.652
COCC(C)OC(C)=O,0.17600000000000002
Cc1cc(C)cc(C)c1,-3.397
Cc1cc(O)cc(C)c1,-1.399
Clc1cc(Cl)cc(Cl)c1,-4.48
Oc1cc(O)cc(O)c1,-1.075
Cc1cc(C)[n]c(C)c1,-0.539
CC(C)CC(O)CC(C)C,-2.1590000000000003
CC(C)CC(=O)CC(C)C,-1.7309999999999999
CC(C)CC(C)OC(C)=O,-2.045
BrC1CCCCC1,-2.294
Brc1ccccc1,-2.5469999999999997
CC1CCCCC1,-3.7880000000000003
Cc1ccccc1,-2.2430000000000003
Cc1cc[n]cc1,1.031
Clc1ccccc1,-2.354
NC1CCCCC1,1.004
OC1CCCCC1,-0.377
O=C1CCCCC1,-0.594
Oc1ccccc1,-0.055999999999999994
Sc1ccccc1,-2.12
Cc1c[n]ccc1,1.031
